Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
128.483090	41.0700000	50.3137616	0.0198752780	869.502260	1685.77993	16.1010868	8.63665872	13.9255994	1533.94640	-0.453311324	8.60251233	0.164570860	supercritical
129.126495	41.0700000	50.1423703	0.0199432136	875.675505	1694.74329	16.1706756	8.65150330	13.9366416	1533.28649	-0.452441764	8.59419452	0.164627028	supercritical
129.769900	41.0700000	49.9720554	0.0200111841	881.854386	1703.71372	16.2399732	8.66630472	13.9475798	1532.64829	-0.451591325	8.58614005	0.164686924	supercritical
130.413305	41.0700000	49.8028099	0.0200791884	888.038884	1712.69115	16.3089818	8.68106148	13.9584150	1532.03154	-0.450759732	8.57834448	0.164750483	supercritical
131.056710	41.0700000	49.6346264	0.0201472253	894.228980	1721.67552	16.3777040	8.69577215	13.9691483	1531.43599	-0.449946709	8.57080346	0.164817641	supercritical
131.700115	41.0700000	49.4674979	0.0202152937	900.424655	1730.66677	16.4461418	8.71043534	13.9797808	1530.86139	-0.449151986	8.56351274	0.164888334	supercritical
132.343520	41.0700000	49.3014171	0.0202833926	906.625888	1739.66482	16.5142978	8.72504970	13.9903135	1530.30750	-0.448375295	8.55646813	0.164962501	supercritical
132.986925	41.0700000	49.1363769	0.0203515209	912.832659	1748.66962	16.5821740	8.73961393	14.0007474	1529.77407	-0.447616371	8.54966556	0.165040079	supercritical
133.630330	41.0700000	48.9723700	0.0204196775	919.044950	1757.68110	16.6497727	8.75412677	14.0110836	1529.26085	-0.446874952	8.54310102	0.165121008	supercritical
134.273735	41.0700000	48.8093893	0.0204878614	925.262738	1766.69920	16.7170962	8.76858703	14.0213231	1528.76760	-0.446150779	8.53677058	0.165205226	supercritical
134.917140	41.0700000	48.6474275	0.0205560715	931.486004	1775.72386	16.7841466	8.78299354	14.0314667	1528.29407	-0.445443596	8.53067042	0.165292675	supercritical
135.560545	41.0700000	48.4864776	0.0206243070	937.714726	1784.75502	16.8509260	8.79734516	14.0415156	1527.84003	-0.444753149	8.52479677	0.165383297	supercritical
136.203950	41.0700000	48.3265322	0.0206925669	943.948883	1793.79260	16.9174365	8.81164082	14.0514705	1527.40524	-0.444079188	8.51914593	0.165477033	supercritical
136.847355	41.0700000	48.1675844	0.0207608501	950.188453	1802.83657	16.9836803	8.82587948	14.0613324	1526.98945	-0.443421466	8.51371431	0.165573826	supercritical
137.490760	41.0700000	48.0096268	0.0208291559	956.433416	1811.88685	17.0496594	8.84006014	14.0711023	1526.59244	-0.442779738	8.50849835	0.165673621	supercritical
138.134165	41.0700000	47.8526524	0.0208974832	962.683748	1820.94338	17.1153759	8.85418184	14.0807809	1526.21397	-0.442153763	8.50349460	0.165776361	supercritical
138.777570	41.0700000	47.6966541	0.0209658312	968.939429	1830.00612	17.1808318	8.86824365	14.0903693	1525.85381	-0.441543302	8.49869964	0.165881993	supercritical
139.420975	41.0700000	47.5416247	0.0210341991	975.200435	1839.07499	17.2460290	8.88224470	14.0998682	1525.51173	-0.440948120	8.49411014	0.165990463	supercritical
140.064380	41.0700000	47.3875571	0.0211025860	981.466743	1848.14995	17.3109696	8.89618413	14.1092786	1525.18749	-0.440367983	8.48972283	0.166101717	supercritical
140.707785	41.0700000	47.2344444	0.0211709911	987.738332	1857.23093	17.3756555	8.91006113	14.1186011	1524.88088	-0.439802662	8.48553452	0.166215703	supercritical
141.351190	41.0700000	47.0822794	0.0212394135	994.015178	1866.31789	17.4400886	8.92387492	14.1278368	1524.59167	-0.439251930	8.48154205	0.166332370	supercritical
141.994595	41.0700000	46.9310552	0.0213078525	1000.29726	1875.41076	17.5042708	8.93762478	14.1369863	1524.31964	-0.438715562	8.47774234	0.166451667	supercritical
142.638000	41.0700000	46.7807647	0.0213763072	1006.58455	1884.50949	17.5682041	8.95130997	14.1460504	1524.06457	-0.438193337	8.47413237	0.166573544	supercritical
143.281405	41.0700000	46.6314010	0.0214447771	1012.87702	1893.61402	17.6318902	8.96492984	14.1550301	1523.82624	-0.437685036	8.47070918	0.166697953	supercritical
143.924810	41.0700000	46.4829572	0.0215132612	1019.17466	1902.72430	17.6953310	8.97848374	14.1639259	1523.60443	-0.437190444	8.46746986	0.166824844	supercritical
144.568215	41.0700000	46.3354262	0.0215817590	1025.47744	1911.84028	17.7585283	8.99197106	14.1727387	1523.39893	-0.436709347	8.46441156	0.166954170	supercritical
145.211620	41.0700000	46.1888014	0.0216502696	1031.78534	1920.96191	17.8214839	9.00539121	14.1814693	1523.20953	-0.436241536	8.46153147	0.167085884	supercritical
145.855025	41.0700000	46.0430757	0.0217187923	1038.09832	1930.08912	17.8841997	9.01874365	14.1901184	1523.03602	-0.435786802	8.45882685	0.167219941	supercritical
146.498430	41.0700000	45.8982424	0.0217873266	1044.41637	1939.22188	17.9466772	9.03202786	14.1986867	1522.87819	-0.435344942	8.45629500	0.167356294	supercritical
147.141835	41.0700000	45.7542947	0.0218558718	1050.73946	1948.36012	18.0089184	9.04524333	14.2071749	1522.73583	-0.434915752	8.45393329	0.167494899	supercritical
147.785240	41.0700000	45.6112259	0.0219244272	1057.06757	1957.50379	18.0709248	9.05838961	14.2155838	1522.60875	-0.434499035	8.45173911	0.167635712	supercritical
148.428645	41.0700000	45.4690292	0.0219929921	1063.40067	1966.65285	18.1326982	9.07146626	14.2239140	1522.49674	-0.434094592	8.44970993	0.167778689	supercritical
149.072050	41.0700000	45.3276979	0.0220615660	1069.73874	1975.80725	18.1942403	9.08447286	14.2321663	1522.39960	-0.433702230	8.44784323	0.167923789	supercritical
149.715455	41.0700000	45.1872255	0.0221301483	1076.08174	1984.96693	18.2555528	9.09740903	14.2403413	1522.31714	-0.433321759	8.44613657	0.168070969	supercritical
150.358860	41.0700000	45.0476052	0.0221987383	1082.42967	1994.13185	18.3166372	9.11027441	14.2484397	1522.24916	-0.432952987	8.44458754	0.168220188	supercritical
151.002265	41.0700000	44.9088306	0.0222673355	1088.78248	2003.30195	18.3774951	9.12306865	14.2564621	1522.19546	-0.432595731	8.44319378	0.168371407	supercritical
151.645670	41.0700000	44.7708951	0.0223359394	1095.14016	2012.47719	18.4381283	9.13579145	14.2644093	1522.15587	-0.432249806	8.44195295	0.168524583	supercritical
152.289075	41.0700000	44.6337921	0.0224045494	1101.50268	2021.65752	18.4985383	9.14844252	14.2722819	1522.13018	-0.431915030	8.44086278	0.168679680	supercritical
152.932480	41.0700000	44.4975153	0.0224731649	1107.87001	2030.84289	18.5587265	9.16102157	14.2800805	1522.11822	-0.431591226	8.43992104	0.168836658	supercritical
153.575885	41.0700000	44.3620582	0.0225417855	1114.24212	2040.03325	18.6186947	9.17352838	14.2878058	1522.11980	-0.431278218	8.43912552	0.168995480	supercritical
154.219290	41.0700000	44.2274145	0.0226104106	1120.61900	2049.22857	18.6784444	9.18596271	14.2954583	1522.13474	-0.430975831	8.43847407	0.169156108	supercritical
154.862695	41.0700000	44.0935778	0.0226790397	1127.00062	2058.42878	18.7379769	9.19832435	14.3030388	1522.16285	-0.430683895	8.43796456	0.169318505	supercritical
155.506100	41.0700000	43.9605418	0.0227476723	1133.38694	2067.63384	18.7972940	9.21061313	14.3105477	1522.20397	-0.430402241	8.43759491	0.169482637	supercritical
156.149505	41.0700000	43.8283003	0.0228163080	1139.77795	2076.84372	18.8563969	9.22282887	14.3179858	1522.25791	-0.430130702	8.43736308	0.169648467	supercritical
156.792910	41.0700000	43.6968470	0.0228849464	1146.17361	2086.05836	18.9152873	9.23497142	14.3253536	1522.32450	-0.429869115	8.43726705	0.169815962	supercritical
157.436315	41.0700000	43.5661758	0.0229535868	1152.57390	2095.27771	18.9739666	9.24704067	14.3326517	1522.40358	-0.429617319	8.43730486	0.169985086	supercritical
158.079720	41.0700000	43.4362806	0.0230222290	1158.97879	2104.50174	19.0324361	9.25903649	14.3398806	1522.49496	-0.429375153	8.43747455	0.170155807	supercritical
158.723125	41.0700000	43.3071552	0.0230908725	1165.38826	2113.73040	19.0906974	9.27095879	14.3470411	1522.59850	-0.429142462	8.43777423	0.170328091	supercritical
159.366530	41.0700000	43.1787937	0.0231595169	1171.80228	2122.96364	19.1487518	9.28280750	14.3541335	1522.71401	-0.428919090	8.43820202	0.170501907	supercritical
160.009935	41.0700000	43.0511900	0.0232281617	1178.22083	2132.20143	19.2066008	9.29458255	14.3611586	1522.84134	-0.428704885	8.43875608	0.170677223	supercritical
160.653340	41.0700000	42.9243381	0.0232968065	1184.64387	2141.44371	19.2642456	9.30628389	14.3681168	1522.98032	-0.428499696	8.43943460	0.170854007	supercritical
161.296745	41.0700000	42.7982323	0.0233654510	1191.07137	2150.69045	19.3216877	9.31791150	14.3750088	1523.13080	-0.428303377	8.44023580	0.171032229	supercritical
161.940150	41.0700000	42.6728665	0.0234340948	1197.50333	2159.94160	19.3789285	9.32946536	14.3818350	1523.29262	-0.428115781	8.44115794	0.171211858	supercritical
162.583555	41.0700000	42.5482350	0.0235027376	1203.93969	2169.19712	19.4359692	9.34094546	14.3885960	1523.46563	-0.427936765	8.44219930	0.171392866	supercritical
163.226960	41.0700000	42.4243319	0.0235713789	1210.38045	2178.45698	19.4928112	9.35235182	14.3952923	1523.64967	-0.427766187	8.44335819	0.171575224	supercritical
163.870365	41.0700000	42.3011516	0.0236400183	1216.82556	2187.72112	19.5494559	9.36368447	14.4019244	1523.84459	-0.427603907	8.44463295	0.171758903	supercritical
164.513770	41.0700000	42.1786884	0.0237086557	1223.27501	2196.98950	19.6059044	9.37494343	14.4084929	1524.05025	-0.427449790	8.44602195	0.171943874	supercritical
165.157175	41.0700000	42.0569365	0.0237772906	1229.72877	2206.26209	19.6621580	9.38612876	14.4149984	1524.26649	-0.427303698	8.44752358	0.172130112	supercritical
165.800580	41.0700000	41.9358904	0.0238459227	1236.18681	2215.53885	19.7182182	9.39724052	14.4214412	1524.49317	-0.427165500	8.44913627	0.172317588	supercritical
166.443985	41.0700000	41.8155446	0.0239145517	1242.64910	2224.81974	19.7740860	9.40827879	14.4278219	1524.73014	-0.427035064	8.45085847	0.172506276	supercritical
167.087390	41.0700000	41.6958934	0.0239831772	1249.11562	2234.10471	19.8297628	9.41924365	14.4341411	1524.97728	-0.426912261	8.45268864	0.172696151	supercritical
167.730795	41.0700000	41.5769314	0.0240517990	1255.58633	2243.39372	19.8852498	9.43013520	14.4403991	1525.23443	-0.426796963	8.45462530	0.172887187	supercritical
168.374200	41.0700000	41.4586533	0.0241204169	1262.06122	2252.68674	19.9405482	9.44095353	14.4465965	1525.50145	-0.426689046	8.45666697	0.173079359	supercritical
169.017605	41.0700000	41.3410535	0.0241890304	1268.54025	2261.98373	19.9956592	9.45169878	14.4527338	1525.77822	-0.426588387	8.45881219	0.173272643	supercritical
169.661010	41.0700000	41.2241268	0.0242576393	1275.02340	2271.28465	20.0505840	9.46237105	14.4588115	1526.06460	-0.426494862	8.46105954	0.173467014	supercritical
170.304415	41.0700000	41.1078678	0.0243262434	1281.51064	2280.58946	20.1053238	9.47297050	14.4648299	1526.36046	-0.426408354	8.46340762	0.173662449	supercritical
170.947820	41.0700000	40.9922713	0.0243948424	1288.00195	2289.89813	20.1598798	9.48349726	14.4707897	1526.66566	-0.426328745	8.46585504	0.173858925	supercritical
171.591225	41.0700000	40.8773321	0.0244634360	1294.49729	2299.21061	20.2142531	9.49395149	14.4766913	1526.98007	-0.426255918	8.46840045	0.174056419	supercritical
172.234630	41.0700000	40.7630450	0.0245320241	1300.99664	2308.52687	20.2684449	9.50433335	14.4825350	1527.30358	-0.426189759	8.47104252	0.174254909	supercritical
172.878035	41.0700000	40.6494048	0.0246006062	1307.49997	2317.84687	20.3224563	9.51464300	14.4883215	1527.63605	-0.426130156	8.47377992	0.174454373	supercritical
173.521440	41.0700000	40.5364065	0.0246691823	1314.00725	2327.17057	20.3762884	9.52488063	14.4940511	1527.97737	-0.426076998	8.47661137	0.174654789	supercritical
174.164845	41.0700000	40.4240450	0.0247377520	1320.51847	2336.49794	20.4299424	9.53504643	14.4997242	1528.32740	-0.426030177	8.47953559	0.174856137	supercritical
174.808250	41.0700000	40.3123153	0.0248063152	1327.03358	2345.82895	20.4834194	9.54514057	14.5053414	1528.68603	-0.425989585	8.48255133	0.175058396	supercritical
175.451655	41.0700000	40.2012125	0.0248748716	1333.55257	2355.16355	20.5367205	9.55516327	14.5109030	1529.05314	-0.425955117	8.48565736	0.175261545	supercritical
176.095060	41.0700000	40.0907316	0.0249434211	1340.07541	2364.50171	20.5898467	9.56511473	14.5164095	1529.42862	-0.425926668	8.48885247	0.175465565	supercritical
176.738465	41.0700000	39.9808677	0.0250119634	1346.60206	2373.84340	20.6427991	9.57499516	14.5218613	1529.81234	-0.425904138	8.49213546	0.175670436	supercritical
177.381870	41.0700000	39.8716161	0.0250804983	1353.13251	2383.18858	20.6955788	9.58480477	14.5272589	1530.20420	-0.425887424	8.49550517	0.175876140	supercritical
178.025275	41.0700000	39.7629719	0.0251490257	1359.66673	2392.53721	20.7481869	9.59454380	14.5326026	1530.60408	-0.425876429	8.49896043	0.176082657	supercritical
178.668680	41.0700000	39.6549303	0.0252175453	1366.20468	2401.88926	20.8006244	9.60421248	14.5378929	1531.01187	-0.425871054	8.50250011	0.176289969	supercritical
179.312085	41.0700000	39.5474867	0.0252860569	1372.74635	2411.24470	20.8528923	9.61381103	14.5431302	1531.42746	-0.425871203	8.50612309	0.176498058	supercritical
179.955490	41.0700000	39.4406364	0.0253545605	1379.29170	2420.60350	20.9049916	9.62333971	14.5483149	1531.85075	-0.425876784	8.50982826	0.176706907	supercritical
180.598895	41.0700000	39.3343747	0.0254230557	1385.84071	2429.96561	20.9569234	9.63279875	14.5534474	1532.28162	-0.425887701	8.51361455	0.176916498	supercritical
181.242300	41.0700000	39.2286971	0.0254915425	1392.39336	2439.33101	21.0086887	9.64218841	14.5585281	1532.71998	-0.425903865	8.51748088	0.177126814	supercritical
181.885705	41.0700000	39.1235989	0.0255600207	1398.94961	2448.69966	21.0602885	9.65150894	14.5635574	1533.16572	-0.425925184	8.52142621	0.177337839	supercritical
182.529110	41.0700000	39.0190758	0.0256284902	1405.50944	2458.07153	21.1117237	9.66076060	14.5685357	1533.61873	-0.425951571	8.52544949	0.177549556	supercritical
183.172515	41.0700000	38.9151231	0.0256969507	1412.07282	2467.44659	21.1629954	9.66994366	14.5734633	1534.07893	-0.425982939	8.52954972	0.177761949	supercritical
183.815920	41.0700000	38.8117366	0.0257654021	1418.63973	2476.82480	21.2141044	9.67905838	14.5783408	1534.54620	-0.426019201	8.53372588	0.177975003	supercritical
184.459325	41.0700000	38.7089117	0.0258338444	1425.21014	2486.20613	21.2650519	9.68810503	14.5831683	1535.02046	-0.426060274	8.53797699	0.178188702	supercritical
185.102730	41.0700000	38.6066441	0.0259022773	1431.78403	2495.59055	21.3158386	9.69708389	14.5879464	1535.50160	-0.426106074	8.54230208	0.178403031	supercritical
185.746135	41.0700000	38.5049296	0.0259707007	1438.36136	2504.97803	21.3664657	9.70599525	14.5926755	1535.98953	-0.426156519	8.54670018	0.178617976	supercritical
186.389540	41.0700000	38.4037637	0.0260391145	1444.94211	2514.36854	21.4169339	9.71483937	14.5973557	1536.48415	-0.426211530	8.55117036	0.178833522	supercritical
187.032945	41.0700000	38.3031424	0.0261075185	1451.52626	2523.76205	21.4672443	9.72361654	14.6019877	1536.98538	-0.426271028	8.55571169	0.179049654	supercritical
187.676350	41.0700000	38.2030613	0.0261759127	1458.11378	2533.15852	21.5173977	9.73232706	14.6065716	1537.49313	-0.426334934	8.56032324	0.179266359	supercritical
188.319755	41.0700000	38.1035164	0.0262442970	1464.70464	2542.55792	21.5673951	9.74097122	14.6111079	1538.00730	-0.426403172	8.56500412	0.179483623	supercritical
188.963160	41.0700000	38.0045035	0.0263126711	1471.29882	2551.96023	21.6172374	9.74954930	14.6155969	1538.52780	-0.426475668	8.56975345	0.179701433	supercritical
189.606565	41.0700000	37.9060184	0.0263810351	1477.89630	2561.36541	21.6669254	9.75806161	14.6200390	1539.05455	-0.426552346	8.57457034	0.179919776	supercritical
190.249970	41.0700000	37.8080572	0.0264493887	1484.49703	2570.77343	21.7164600	9.76650843	14.6244345	1539.58746	-0.426633133	8.57945394	0.180138639	supercritical
190.893375	41.0700000	37.7106158	0.0265177319	1491.10101	2580.18426	21.7658422	9.77489008	14.6287838	1540.12645	-0.426717960	8.58440340	0.180358009	supercritical
191.536780	41.0700000	37.6136902	0.0265860647	1497.70821	2589.59788	21.8150728	9.78320686	14.6330873	1540.67144	-0.426806754	8.58941787	0.180577875	supercritical
192.180185	41.0700000	37.5172765	0.0266543868	1504.31859	2599.01426	21.8641526	9.79145906	14.6373452	1541.22233	-0.426899446	8.59449655	0.180798223	supercritical
192.823590	41.0700000	37.4213708	0.0267226983	1510.93214	2608.43336	21.9130826	9.79964700	14.6415579	1541.77906	-0.426995968	8.59963861	0.181019042	supercritical
193.466995	41.0700000	37.3259691	0.0267909989	1517.54882	2617.85515	21.9618635	9.80777099	14.6457257	1542.34153	-0.427096254	8.60484325	0.181240321	supercritical
194.110400	41.0700000	37.2310678	0.0268592888	1524.16862	2627.27961	22.0104962	9.81583133	14.6498490	1542.90968	-0.427200237	8.61010970	0.181462049	supercritical
194.753805	41.0700000	37.1366628	0.0269275676	1530.79151	2636.70671	22.0589815	9.82382833	14.6539281	1543.48342	-0.427307851	8.61543717	0.181684213	supercritical
195.397210	41.0700000	37.0427506	0.0269958355	1537.41746	2646.13642	22.1073203	9.83176232	14.6579634	1544.06267	-0.427419034	8.62082490	0.181906804	supercritical
196.040615	41.0700000	36.9493273	0.0270640922	1544.04645	2655.56872	22.1555134	9.83963360	14.6619551	1544.64736	-0.427533722	8.62627213	0.182129810	supercritical
196.684020	41.0700000	36.8563892	0.0271323378	1550.67845	2665.00357	22.2035616	9.84744249	14.6659036	1545.23743	-0.427651854	8.63177812	0.182353222	supercritical
197.327425	41.0700000	36.7639326	0.0272005721	1557.31344	2674.44094	22.2514657	9.85518931	14.6698092	1545.83278	-0.427773368	8.63734215	0.182577028	supercritical
197.970830	41.0700000	36.6719540	0.0272687951	1563.95140	2683.88081	22.2992265	9.86287436	14.6736722	1546.43335	-0.427898205	8.64296349	0.182801219	supercritical
198.614235	41.0700000	36.5804497	0.0273370068	1570.59229	2693.32316	22.3468448	9.87049799	14.6774929	1547.03907	-0.428026306	8.64864142	0.183025785	supercritical
199.257640	41.0700000	36.4894161	0.0274052070	1577.23610	2702.76795	22.3943214	9.87806049	14.6812717	1547.64987	-0.428157613	8.65437525	0.183250717	supercritical
199.901045	41.0700000	36.3988497	0.0274733957	1583.88280	2712.21516	22.4416571	9.88556219	14.6850088	1548.26568	-0.428292070	8.66016429	0.183476004	supercritical
200.544450	41.0700000	36.3087470	0.0275415728	1590.53236	2721.66476	22.4888525	9.89300342	14.6887045	1548.88643	-0.428429619	8.66600785	0.183701638	supercritical
201.187855	41.0700000	36.2191045	0.0276097384	1597.18476	2731.11672	22.5359086	9.90038450	14.6923593	1549.51204	-0.428570207	8.67190527	0.183927610	supercritical
201.831260	41.0700000	36.1299188	0.0276778923	1603.83999	2740.57102	22.5828260	9.90770574	14.6959732	1550.14247	-0.428713778	8.67785588	0.184153911	supercritical
202.474665	41.0700000	36.0411864	0.0277460345	1610.49800	2750.02764	22.6296056	9.91496747	14.6995468	1550.77763	-0.428860280	8.68385903	0.184380532	supercritical
203.118070	41.0700000	35.9529040	0.0278141649	1617.15878	2759.48654	22.6762480	9.92217001	14.7030802	1551.41747	-0.429009660	8.68991409	0.184607465	supercritical
203.761475	41.0700000	35.8650682	0.0278822836	1623.82231	2768.94770	22.7227540	9.92931369	14.7065737	1552.06192	-0.429161866	8.69602040	0.184834701	supercritical
204.404880	41.0700000	35.7776756	0.0279503904	1630.48856	2778.41110	22.7691243	9.93639882	14.7100276	1552.71092	-0.429316848	8.70217736	0.185062232	supercritical
205.048285	41.0700000	35.6907231	0.0280184853	1637.15751	2787.87670	22.8153597	9.94342574	14.7134423	1553.36440	-0.429474556	8.70838434	0.185290050	supercritical
205.691690	41.0700000	35.6042073	0.0280865683	1643.82913	2797.34449	22.8614608	9.95039477	14.7168180	1554.02231	-0.429634941	8.71464074	0.185518148	supercritical
206.335095	41.0700000	35.5181250	0.0281546393	1650.50341	2806.81444	22.9074285	9.95730623	14.7201550	1554.68458	-0.429797955	8.72094596	0.185746518	supercritical
206.978500	41.0700000	35.4324731	0.0282226984	1657.18030	2816.28653	22.9532634	9.96416044	14.7234536	1555.35116	-0.429963549	8.72729940	0.185975152	supercritical
207.621905	41.0700000	35.3472482	0.0282907454	1663.85981	2825.76072	22.9989662	9.97095773	14.7267141	1556.02198	-0.430131678	8.73370049	0.186204043	supercritical
208.265310	41.0700000	35.2624473	0.0283587804	1670.54189	2835.23700	23.0445376	9.97769843	14.7299366	1556.69699	-0.430302295	8.74014865	0.186433183	supercritical
208.908715	41.0700000	35.1780673	0.0284268033	1677.22653	2844.71534	23.0899784	9.98438285	14.7331216	1557.37613	-0.430475355	8.74664332	0.186662567	supercritical
209.552120	41.0700000	35.0941051	0.0284948141	1683.91371	2854.19572	23.1352891	9.99101132	14.7362693	1558.05935	-0.430650814	8.75318393	0.186892186	supercritical
210.195525	41.0700000	35.0105575	0.0285628128	1690.60339	2863.67811	23.1804706	9.99758417	14.7393799	1558.74659	-0.430828628	8.75976993	0.187122035	supercritical
210.838930	41.0700000	34.9274217	0.0286307993	1697.29557	2873.16249	23.2255233	10.0041017	14.7424538	1559.43779	-0.431008753	8.76640079	0.187352106	supercritical
211.482335	41.0700000	34.8446945	0.0286987737	1703.99021	2882.64884	23.2704482	10.0105643	14.7454912	1560.13290	-0.431191149	8.77307596	0.187582393	supercritical
212.125740	41.0700000	34.7623730	0.0287667358	1710.68729	2892.13713	23.3152457	10.0169722	14.7484923	1560.83187	-0.431375772	8.77979492	0.187812890	supercritical
212.769145	41.0700000	34.6804543	0.0288346857	1717.38680	2901.62734	23.3599166	10.0233258	14.7514574	1561.53464	-0.431562583	8.78655715	0.188043590	supercritical
213.412550	41.0700000	34.5989353	0.0289026235	1724.08870	2911.11945	23.4044615	10.0296253	14.7543868	1562.24117	-0.431751540	8.79336213	0.188274488	supercritical
214.055955	41.0700000	34.5178133	0.0289705489	1730.79298	2920.61343	23.4488811	10.0358712	14.7572808	1562.95139	-0.431942604	8.80020935	0.188505577	supercritical
214.699360	41.0700000	34.4370854	0.0290384622	1737.49962	2930.10926	23.4931760	10.0420637	14.7601396	1563.66527	-0.432135736	8.80709832	0.188736853	supercritical
215.342765	41.0700000	34.3567486	0.0291063631	1744.20858	2939.60691	23.5373468	10.0482031	14.7629635	1564.38276	-0.432330898	8.81402854	0.188968308	supercritical
215.986170	41.0700000	34.2768002	0.0291742518	1750.91986	2949.10638	23.5813943	10.0542898	14.7657526	1565.10379	-0.432528053	8.82099952	0.189199938	supercritical
216.629575	41.0700000	34.1972374	0.0292421282	1757.63342	2958.60763	23.6253190	10.0603241	14.7685073	1565.82833	-0.432727162	8.82801078	0.189431738	supercritical
217.272980	41.0700000	34.1180575	0.0293099922	1764.34925	2968.11063	23.6691215	10.0663063	14.7712279	1566.55633	-0.432928190	8.83506186	0.189663701	supercritical
217.916385	41.0700000	34.0392576	0.0293778440	1771.06733	2977.61538	23.7128025	10.0722367	14.7739145	1567.28774	-0.433131100	8.84215227	0.189895822	supercritical
218.559790	41.0700000	33.9608350	0.0294456835	1777.78763	2987.12185	23.7563626	10.0781157	14.7765674	1568.02251	-0.433335858	8.84928157	0.190128097	supercritical
219.203195	41.0700000	33.8827871	0.0295135107	1784.51013	2996.63001	23.7998024	10.0839435	14.7791869	1568.76060	-0.433542428	8.85644929	0.190360521	supercritical
219.846600	41.0700000	33.8051112	0.0295813256	1791.23481	3006.13985	23.8431225	10.0897205	14.7817732	1569.50196	-0.433750776	8.86365499	0.190593088	supercritical
220.490005	41.0700000	33.7278046	0.0296491281	1797.96164	3015.65134	23.8863235	10.0954470	14.7843265	1570.24655	-0.433960870	8.87089822	0.190825795	supercritical
221.133410	41.0700000	33.6508647	0.0297169183	1804.69062	3025.16446	23.9294061	10.1011232	14.7868472	1570.99433	-0.434172674	8.87817855	0.191058635	supercritical
221.776815	41.0700000	33.5742890	0.0297846963	1811.42172	3034.67919	23.9723707	10.1067496	14.7893353	1571.74525	-0.434386158	8.88549554	0.191291605	supercritical
222.420220	41.0700000	33.4980748	0.0298524619	1818.15491	3044.19552	24.0152181	10.1123265	14.7917912	1572.49927	-0.434601289	8.89284876	0.191524700	supercritical
223.063625	41.0700000	33.4222195	0.0299202152	1824.89017	3053.71341	24.0579487	10.1178540	14.7942151	1573.25634	-0.434818035	8.90023781	0.191757916	supercritical
223.707030	41.0700000	33.3467207	0.0299879562	1831.62749	3063.23285	24.1005631	10.1233326	14.7966073	1574.01643	-0.435036366	8.90766225	0.191991249	supercritical
224.350435	41.0700000	33.2715759	0.0300556849	1838.36685	3072.75383	24.1430621	10.1287626	14.7989679	1574.77949	-0.435256251	8.91512169	0.192224694	supercritical
224.993840	41.0700000	33.1967824	0.0301234013	1845.10821	3082.27631	24.1854460	10.1341442	14.8012972	1575.54549	-0.435477660	8.92261572	0.192458247	supercritical
225.637245	41.0700000	33.1223380	0.0301911054	1851.85158	3091.80028	24.2277155	10.1394778	14.8035954	1576.31438	-0.435700563	8.93014393	0.192691904	supercritical
226.280650	41.0700000	33.0482402	0.0302587973	1858.59691	3101.32571	24.2698711	10.1447637	14.8058628	1577.08613	-0.435924932	8.93770595	0.192925662	supercritical
226.924055	41.0700000	32.9744864	0.0303264769	1865.34420	3110.85260	24.3119135	10.1500021	14.8080996	1577.86070	-0.436150738	8.94530136	0.193159516	supercritical
227.567460	41.0700000	32.9010744	0.0303941442	1872.09342	3120.38092	24.3538431	10.1551935	14.8103060	1578.63804	-0.436377952	8.95292981	0.193393463	supercritical
228.210865	41.0700000	32.8280017	0.0304617993	1878.84455	3129.91065	24.3956605	10.1603381	14.8124822	1579.41812	-0.436606547	8.96059090	0.193627499	supercritical
228.854270	41.0700000	32.7552661	0.0305294421	1885.59757	3139.44176	24.4373662	10.1654361	14.8146285	1580.20090	-0.436836496	8.96828426	0.193861620	supercritical
229.497675	41.0700000	32.6828651	0.0305970728	1892.35247	3148.97425	24.4789609	10.1704880	14.8167450	1580.98635	-0.437067772	8.97600952	0.194095824	supercritical
230.141080	41.0700000	32.6107964	0.0306646912	1899.10923	3158.50809	24.5204450	10.1754939	14.8188321	1581.77444	-0.437300349	8.98376632	0.194330105	supercritical
230.784485	41.0700000	32.5390578	0.0307322974	1905.86781	3168.04327	24.5618190	10.1804543	14.8208898	1582.56511	-0.437534200	8.99155430	0.194564463	supercritical
231.427890	41.0700000	32.4676469	0.0307998914	1912.62821	3177.57975	24.6030836	10.1853694	14.8229185	1583.35835	-0.437769300	8.99937310	0.194798892	supercritical
232.071295	41.0700000	32.3965616	0.0308674733	1919.39041	3187.11754	24.6442392	10.1902394	14.8249184	1584.15410	-0.438005625	9.00722237	0.195033390	supercritical
232.714700	41.0700000	32.3257996	0.0309350430	1926.15438	3196.65660	24.6852863	10.1950648	14.8268896	1584.95235	-0.438243148	9.01510177	0.195267953	supercritical
233.358105	41.0700000	32.2553586	0.0310026006	1932.92012	3206.19692	24.7262255	10.1998458	14.8288324	1585.75306	-0.438481847	9.02301095	0.195502579	supercritical
